,anime_id,name,genre,rating
2316,550,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",7.29
2317,8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,"Kids, School, Shoujo",7.29
2318,19759,Ansatsu Kyoushitsu,"Action, Comedy, Shounen",7.28
2319,1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",7.28
2320,30711,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,"Action, Mecha, Military",7.28
2321,974,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",7.28
2322,24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",7.28
2323,2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",7.28
2324,14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",7.28
2325,19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",7.28
2326,1140,Giniro no Kami no Agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",7.28
2327,6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",7.28
2328,20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",7.28
2329,2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",7.28
2330,189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",7.28
2331,1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Shounen",7.28
2332,24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",7.28
2333,2834,Miracle☆Girls,"Drama, Magic, Shoujo",7.28
2334,4134,Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy,7.28
2335,3111,Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports",7.28
2336,14293,Nerawareta Gakuen,"Romance, School, Sci-Fi",7.28
2337,613,Onmyou Taisenki,"Adventure, Fantasy, Shounen, Supernatural",7.28
2338,12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life",7.28
2339,8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo",7.28
2340,28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",7.28
2341,23987,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",7.28
2342,1108,Senkaiden Houshin Engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",7.28
2343,1080,Sentou Yousei Yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",7.28
2344,1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",7.28
2345,4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",7.28
2346,2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",7.28
2347,12695,Tight-rope,"Romance, Shounen Ai",7.28
2348,5397,Usavich III,Comedy,7.28
2349,6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",7.28
2350,5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",7.27
2351,369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",7.27
2352,2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",7.27
2353,1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",7.27
2354,34349,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",7.25
2355,2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",7.27
2356,31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",7.27
2357,10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",7.27
2358,1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",7.27
2359,384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",7.27
2360,2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",7.27
2361,2416,Grander Musashi RV,"Adventure, Sports",7.27
2362,650,Gunsmith Cats,"Action, Comedy, Police, Seinen",7.27
2363,18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",7.27
2364,990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",7.27
2365,144,Kanon,"Drama, Romance, Slice of Life, Supernatural",7.27
2366,1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",7.27
2367,1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",7.27
2368,3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",7.27
2369,10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",7.27
2370,4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",7.27
2371,17819,Kyoto Animation: Suiei-hen,Sports,7.27
2372,279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",7.27
2373,5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",7.27
2374,1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",7.27
2375,1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",7.27
2376,10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",7.27
2377,31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",7.27
2378,27539,Pikmin Short Movies,"Fantasy, Kids",7.27
2379,2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",7.27
2380,1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",7.27
2381,5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",7.27
2382,4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",7.27
2383,1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",7.27
2384,4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,7.27
2385,22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",7.27
2386,16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",7.27
2387,17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen",7.27
2388,6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",7.27
2389,3738,Usavich II,"Adventure, Comedy",7.27
2390,30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",7.26
2391,2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",7.26
2392,10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",7.26
2393,2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",7.26
2394,31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",7.27
2395,9645,Be-Bop Highschool,"Comedy, School, Seinen",7.26
2396,31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",7.26
2397,8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.26
2398,4586,Daisuki! BuBu ChaCha,Kids,7.26
2399,2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,7.26
2400,4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",7.26
2401,6361,ef: A Tale of Memories. - Prologue,"Drama, Music",7.26
2402,13183,Fate/Zero Remix,"Action, Fantasy, Supernatural",7.26
2403,380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",7.26
2404,27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,7.25
2405,243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",7.26
2406,1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",7.26
2407,3299,H2O: Footprints in the Sand,"Harem, Romance, School",7.26
2408,9958,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",7.26
2409,23153,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",7.26
2410,3946,Jarinko Chie,"Comedy, Drama, Slice of Life",7.26
2411,2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",7.26
2412,5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",7.26
2413,31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",7.26
2414,631,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",7.26
2415,629,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi",7.26
2416,14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",7.26
2417,12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",7.26
2418,19511,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",7.26
2419,4191,Popolocrois Monogatari,"Adventure, Fantasy",7.26
2420,15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",7.26
2421,2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",7.26
2422,3624,Seimei no Kagaku: Micro Patrol,Adventure,7.26
2423,22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,7.26
2424,33004,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",7.26
2425,3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",7.26
2426,2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",7.26
2427,732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",7.26
2428,394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",7.25
2429,14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",7.25
2430,9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",7.25
2431,5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",7.25
2432,1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",7.25
2433,2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",7.25
2434,2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",7.25
2435,5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",7.25
2436,4246,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",7.25
2437,1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",7.25
2438,12419,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",7.25
2439,13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",7.25
2440,11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",7.25
2441,2264,Jungle Taitei Movie (1997),"Adventure, Fantasy",7.25
2442,28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",7.25
2443,16033,Karneval,"Fantasy, Sci-Fi, Shoujo",7.25
2444,2048,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",7.25
2445,15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",7.25
2446,206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",7.25
2447,1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",7.25
2448,30014,Momokuri,"Comedy, Romance, Slice of Life",7.25
2449,13409,Moyashimon Returns,"Comedy, School, Supernatural",7.25
2450,3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",7.25
2451,1732,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",7.25
2452,459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.25
2453,5440,Ougon Yuusha Goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",7.25
2454,1493,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",7.25
2455,1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",7.25
2456,23043,Re Boot,"Drama, Music, School, Slice of Life",7.25
2457,2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",7.25
2458,2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",7.25
2459,3868,Rose of Versailles Movie,"Drama, Historical, Romance, Shoujo",7.25
2460,22359,Sanzoku no Musume Ronja,Adventure,7.25
2461,12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",7.25
2462,3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",7.25
2463,1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",7.25
2464,19211,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",7.24
2465,8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,7.25
2466,1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",7.25
2467,6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",7.25
2468,53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",7.24
2469,7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",7.24
2470,3460,Bosco Daibouken,"Adventure, Fantasy, Kids",7.24
2471,31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",7.24
2472,1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",7.24
2473,12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",7.24
2474,898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.24
2475,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power",7.24
2476,1179,Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",7.24
2477,3219,Gakuen Utopia Manabi Straight! Special,"Comedy, School, Sci-Fi, Slice of Life",7.24
2478,6610,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",7.24
2479,3270,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports",7.24
2480,3421,Kodomo no Omocha,"Comedy, Drama, School, Shoujo",7.24
2481,911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Shounen, Supernatural",7.24
2482,25143,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",7.24
2483,690,Kyuuketsuhime Miyu (TV),"Action, Demons, Drama, Horror, Vampire",7.24
2484,1164,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",7.24
2485,872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",7.24
2486,17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military",7.24
2487,5343,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",7.24
2488,8917,Mouretsu Pirates,"Sci-Fi, Space",7.24
2489,30771,Mudai,"Drama, Music, Romance, Slice of Life",7.24
2490,11841,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",7.24
2491,3363,RD Sennou Chousashitsu,"Action, Sci-Fi",7.24
2492,4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",7.24
2493,678,Shadow Skill: Eigi,"Adventure, Drama, Fantasy, Magic, Martial Arts, Shounen, Super Power",7.24
2494,19117,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",7.24
2495,2429,Unico: Mahou no Shima e,"Adventure, Fantasy, Kids",7.24
2496,2716,Urayasu Tekkin Kazoku,"Comedy, Shounen",7.24
2497,13171,Wasurenagumo,"Comedy, Supernatural",7.24
2498,1891,YAT Anshin! Uchuu Ryokou,"Adventure, Comedy, Sci-Fi, Shounen",7.24
2499,1246,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",7.24
2500,8475,Asura,"Drama, Historical",7.23
2501,24973,Bokura wa Minna Kawaisou Specials,Comedy,7.23
2502,32313,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",7.23
2503,8363,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.23
2504,4690,Cyborg 009 (1979),"Action, Adventure, Mecha, Sci-Fi, Shounen",7.23
2505,2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi",7.23
2506,4200,Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi",7.23
2507,2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",7.23
2508,5670,GA: Geijutsuka Art Design Class,"Comedy, School, Seinen, Slice of Life",7.23
2509,18411,Gingitsune,"Seinen, Slice of Life, Supernatural",7.23
2510,3760,Grimm Douwa: Kin no Tori,"Adventure, Fantasy",7.23
2511,13561,Guilty Crown: 4-koma Gekijou,Comedy,7.23
2512,3121,Kodomo no Jikan OVA,"Comedy, Ecchi, School",7.23
2513,1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",7.23
2514,2459,Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,"Comedy, Drama, Romance",7.23
2515,1215,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",7.23
2516,15719,Oda Nobuna no Yabou Soushuuhen,"Comedy, Historical, Romance",7.23
2517,1565,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",7.23
2518,31564,Sansha Sanyou,"Comedy, School, Slice of Life",7.23
2519,9055,Tamayura,"Comedy, Drama, Slice of Life",7.23
2520,22583,Uchuu Kyoudai: Number Zero,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",7.22
2521,842,Ushio to Tora,"Action, Comedy, Horror",7.23
2522,21189,"Wake Up, Girls! Shichinin no Idol","Drama, Music",7.23
2523,553,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",7.23
2524,482,Yu☆Gi☆Oh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",7.23
2525,11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",7.22
2526,16201,Aku no Hana,"Drama, Psychological, Romance, School",7.22
2527,3079,Aoki Ryuusei SPT Layzner,"Mecha, Military, Sci-Fi, Shounen, Space",7.22
2528,22677,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",7.22
2529,23361,Bakuman. 3rd Season Specials,Comedy,7.22
2530,1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",7.22
2531,2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Shoujo,7.22
2532,4286,Bonobono (TV),Comedy,7.22
2533,6280,Cat Shit One,"Action, Fantasy, Military",7.22
2534,2199,Chirin no Suzu,"Adventure, Drama, Fantasy",7.22
2535,21797,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",7.22
2536,8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.22
2537,424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",7.22
2538,10948,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",7.22
2539,5983,Higepiyo,Comedy,7.22
2540,665,JoJo no Kimyou na Bouken: Adventure,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",7.22
2541,29927,Kaguya-hime,"Historical, Kids",7.22
2542,4375,Kyoro-chan,"Adventure, Comedy, Fantasy",7.22
2543,1738,Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen",7.22
2544,5200,Offside (TV),"Action, Drama, Sports",7.22
2545,785,Otaku no Video,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",7.22
2546,10822,Ranma ½: Totteoki Talk Best of Memories,"Comedy, Martial Arts, Slice of Life",7.22
2547,1601,Red Garden,"Drama, Mystery",7.22
2548,5691,Rekka no Honoo: Final Burning,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",7.22
2549,5199,Seto no Hanayome Fan Disc,"Comedy, Parody, School",7.22
2550,1066,Shakugan no Shana Specials,"Comedy, Parody",7.22
2551,566,Tetsuwan Birdy,"Action, Comedy, Sci-Fi, Shounen",7.22
2552,21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",7.22
2553,1543,Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, School, Sci-Fi",7.22
2554,29513,Aki no Kanade,"Music, School, Slice of Life",7.21
2555,54,Appleseed (Movie),"Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",7.21
2556,762,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",7.21
2557,2043,Cat&#039;s Eye,"Action, Adventure, Comedy, Mystery, Romance",7.21
2558,1312,Chikyuu Bouei Kigyou Dai-Guard,"Adventure, Comedy, Mecha, Military, Sci-Fi",7.21
2559,8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.21
2560,10155,Dog Days,"Action, Adventure, Fantasy, Magic",7.21
2561,2517,Eikoku Koi Monogatari Emma: Intermission,"Drama, Historical, Romance, Seinen, Slice of Life",7.21
2562,28211,Harmony,"Psychological, Sci-Fi",7.21
2563,7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",7.21
2564,4156,Ichigo Mashimaro Episode 0,Comedy,7.21
2565,432,Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi, Space",7.21
2566,31405,Joker Game,"Drama, Historical, Military",7.21
2567,9159,Kaibutsu Oujo (OVA),"Action, Comedy, Horror, Shounen, Supernatural",7.21
2568,2176,Kiddy Grade: Ignition,"Action, Mecha, Sci-Fi, Super Power",7.21
2569,20649,Kimi no Iru Machi OVA,"Drama, Romance, Slice of Life",7.21
2570,21853,Love Live! School Idol Project Recap,"Music, School, Slice of Life",7.21
2571,1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",7.21
2572,4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",7.21
2573,11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",7.21
2574,21603,Mekakucity Actors,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",7.21
2575,1135,Munto: Toki no Kabe wo Koete,"Action, Fantasy, Magic, Super Power",7.21
2576,2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",7.21
2577,11021,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",7.21
2578,1546,Negima!?,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",7.21
2579,1619,Negima!? Haru Special!?,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",7.21
2580,1944,Photon,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",7.21
2581,12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,"Fantasy, Magic, Shoujo",7.21
2582,609,Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi",7.21
2583,6203,Sasameki Koto,"Comedy, Romance, School, Shoujo Ai",7.21
2584,2117,Shin Captain Tsubasa,"Action, Shounen, Sports",7.21
2585,1101,Tenchi Muyou! Manatsu no Eve,"Action, Comedy, Sci-Fi, Shounen, Space",7.21
2586,9733,The TV Show,Music,7.21
2587,1539,Touch: Cross Road - Kaze no Yukue,"Romance, Shounen, Sports",7.21
2588,19383,Yami Shibai,"Dementia, Horror, Supernatural",7.21
2589,1264,Yoroiden Samurai Troopers,"Adventure, Samurai, Sci-Fi, Shounen",7.21
2590,5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,"Adventure, Fantasy, Game, Shounen",7.21
2591,3505,Yuusha Shirei Dagwon,"Action, Adventure, Martial Arts, Mecha, School, Super Power",7.21
2592,367,Akazukin Chacha OVA,"Comedy, Fantasy, Magic",7.2
2593,1079,Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",7.2
2594,19877,Battle Spirits: Sword Eyes Gekitouden,Shounen,7.21
2595,9907,Bokura no Live Kimi to no Life,Music,7.2
2596,6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",7.2
2597,2669,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space",7.2
2598,2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy, Kids, Shounen",7.2
2599,15159,Fantastic Children Special,Slice of Life,7.2
2600,9367,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",7.2
2601,10115,Friends: Mononoke Shima no Naki,"Comedy, Fantasy, Kids",7.19
2602,30290,Fw:Hamatora,"Comedy, Mystery, Super Power",7.2
2603,15811,Girls und Panzer Specials,"Military, School",7.2
2604,729,Hiatari Ryoukou!,"Comedy, Romance, School, Sports",7.2
2605,4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,"Action, Drama, Martial Arts",7.2
2606,1336,Kyoushoku Soukou Guyver II,"Action, Adventure, Drama, Horror, Sci-Fi",7.2
2607,4851,Lupin III: Seven Days Rhapsody,"Action, Adventure, Comedy, Shounen",7.2
2608,16890,Makai Ouji: Devils and Realist,"Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural",7.2
2609,23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Comedy, Romance, Seinen, Slice of Life",7.2
2610,24171,Mushibugyou OVA,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",7.2
